DateTime,Open,High,Low,Close,TickVolume,Spread
2016.03.21 00:00:00,1254.55,1255.32,1240.54,1243.44,86977,24
2016.03.22 00:00:00,1243.57,1260.12,1242.31,1248.00,98128,24
2016.03.23 00:00:00,1247.72,1249.31,1215.31,1220.13,82257,22
2016.03.24 00:00:00,1222.61,1223.71,1211.95,1217.12,70495,24
2016.03.28 00:00:00,1214.30,1223.05,1208.15,1221.34,53591,24
2016.03.29 00:00:00,1220.80,1242.90,1215.24,1240.72,87832,24
2016.03.30 00:00:00,1241.41,1243.99,1223.18,1224.46,71663,24
2016.03.31 00:00:00,1225.85,1240.32,1223.75,1232.44,70316,24
2016.04.01 00:00:00,1231.56,1235.21,1208.93,1222.16,85293,24
2016.04.04 00:00:00,1220.30,1222.54,1214.56,1215.55,65611,24
2016.04.05 00:00:00,1215.70,1236.74,1214.69,1230.47,77987,24
2016.04.06 00:00:00,1230.41,1232.10,1216.64,1222.03,77187,24
2016.04.07 00:00:00,1222.95,1243.19,1222.64,1240.60,91066,24
2016.04.08 00:00:00,1239.37,1242.60,1229.54,1240.49,76674,24
2016.04.11 00:00:00,1244.78,1258.78,1243.93,1257.51,94207,24
2016.04.12 00:00:00,1256.15,1262.54,1251.11,1255.41,79903,24
2016.04.13 00:00:00,1255.62,1256.63,1239.71,1243.16,81251,24
2016.04.14 00:00:00,1242.43,1244.04,1223.77,1226.33,91796,24
2016.04.15 00:00:00,1227.36,1235.79,1225.20,1233.73,70227,24
2016.04.18 00:00:00,1234.66,1241.55,1230.04,1232.57,76137,24
2016.04.19 00:00:00,1231.77,1256.62,1227.66,1250.21,89050,24
2016.04.20 00:00:00,1249.69,1257.91,1242.34,1243.70,83005,24
2016.04.21 00:00:00,1243.77,1270.19,1242.78,1248.77,104691,14
2016.04.22 00:00:00,1247.66,1252.48,1227.32,1232.73,93741,24
2016.04.25 00:00:00,1232.22,1242.23,1229.94,1237.50,71029,24
2016.04.26 00:00:00,1237.83,1244.79,1231.27,1243.68,65550,22
2016.04.27 00:00:00,1242.81,1252.65,1239.34,1245.98,79779,15
2016.04.28 00:00:00,1245.40,1269.47,1237.68,1266.29,96276,24
2016.04.29 00:00:00,1265.94,1296.62,1264.91,1293.68,96260,24
2016.05.02 00:00:00,1292.65,1303.65,1287.56,1291.24,99573,24
2016.05.03 00:00:00,1292.09,1301.69,1282.19,1286.33,102238,24
2016.05.04 00:00:00,1285.54,1289.74,1271.71,1279.71,98352,20
2016.05.05 00:00:00,1279.62,1286.37,1268.79,1278.09,96196,24
2016.05.06 00:00:00,1277.49,1295.47,1274.38,1288.80,102388,24
2016.05.09 00:00:00,1284.19,1287.46,1261.21,1263.09,97003,24
2016.05.10 00:00:00,1264.03,1269.61,1256.78,1266.15,91871,24
2016.05.11 00:00:00,1266.06,1279.02,1264.72,1277.12,87560,24
2016.05.12 00:00:00,1277.49,1280.78,1261.78,1263.42,93154,19
2016.05.13 00:00:00,1264.09,1276.26,1262.88,1273.30,90666,24
2016.05.16 00:00:00,1272.72,1288.62,1270.92,1273.62,92709,24
2016.05.17 00:00:00,1274.08,1282.27,1269.02,1279.26,94512,24
2016.05.18 00:00:00,1280.28,1281.27,1254.97,1257.88,103039,24
2016.05.19 00:00:00,1258.63,1261.23,1243.66,1254.20,100952,24
2016.05.20 00:00:00,1255.67,1260.12,1248.74,1251.91,82646,24
2016.05.23 00:00:00,1250.34,1255.94,1243.08,1249.00,78212,24
2016.05.24 00:00:00,1248.74,1252.09,1226.19,1226.70,86416,24
2016.05.25 00:00:00,1227.47,1230.08,1217.74,1224.33,84697,24
2016.05.26 00:00:00,1223.38,1234.17,1218.30,1219.62,86862,24
2016.05.27 00:00:00,1220.13,1223.50,1206.67,1211.64,80518,17
2016.05.30 00:00:00,1212.93,1213.36,1199.62,1207.40,62275,24
2016.05.31 00:00:00,1207.08,1218.15,1207.03,1215.08,83400,24
2016.06.01 00:00:00,1216.02,1220.32,1205.91,1212.57,73712,24
2016.06.02 00:00:00,1212.84,1217.57,1209.75,1211.03,80205,24
2016.06.03 00:00:00,1210.32,1244.59,1206.85,1244.51,95631,24
2016.06.06 00:00:00,1244.00,1248.65,1239.92,1244.89,85410,24
2016.06.07 00:00:00,1244.94,1246.53,1234.72,1244.29,69612,21
2016.06.08 00:00:00,1244.63,1264.31,1242.98,1261.84,80598,24
2016.06.09 00:00:00,1261.60,1271.68,1256.74,1269.32,73697,21
2016.06.10 00:00:00,1269.28,1278.09,1264.51,1274.07,79722,24
2016.06.13 00:00:00,1274.69,1287.09,1272.35,1283.87,91171,24
2016.06.14 00:00:00,1283.26,1289.73,1276.31,1285.87,76419,24
2016.06.15 00:00:00,1284.83,1296.76,1278.38,1291.51,83156,24
2016.06.16 00:00:00,1293.17,1315.54,1277.97,1278.75,137515,24
2016.06.17 00:00:00,1278.98,1299.50,1276.48,1298.55,92427,24
2016.06.20 00:00:00,1286.09,1292.20,1277.93,1289.75,83392,24
2016.06.21 00:00:00,1289.73,1294.12,1264.44,1267.18,94042,24
2016.06.22 00:00:00,1269.60,1270.60,1261.13,1266.06,71310,24
2016.06.23 00:00:00,1263.54,1271.38,1254.37,1255.96,79791,24
2016.06.24 00:00:00,1253.05,1358.25,1250.34,1315.67,222646,24
2016.06.27 00:00:00,1326.11,1335.23,1317.57,1324.88,207364,24
2016.06.28 00:00:00,1324.04,1325.94,1305.40,1312.01,179206,24
2016.06.29 00:00:00,1311.83,1327.78,1311.41,1318.60,145541,24
2016.06.30 00:00:00,1317.62,1324.06,1312.73,1321.58,154092,24
2016.07.01 00:00:00,1322.58,1344.49,1320.47,1342.28,142338,24
2016.07.04 00:00:00,1339.61,1357.31,1339.50,1350.83,100936,24
2016.07.05 00:00:00,1349.21,1357.38,1338.05,1356.03,171227,24
2016.07.06 00:00:00,1356.93,1375.05,1355.94,1363.68,151669,24
2016.07.07 00:00:00,1362.58,1370.65,1350.69,1360.28,179163,24
2016.07.08 00:00:00,1359.21,1370.18,1335.17,1364.93,160798,24
2016.07.11 00:00:00,1368.43,1374.83,1350.57,1354.57,199384,24
2016.07.12 00:00:00,1355.19,1357.59,1330.31,1332.68,173382,24
2016.07.13 00:00:00,1333.88,1345.17,1327.46,1342.48,172647,24
2016.07.14 00:00:00,1342.93,1347.03,1320.08,1334.53,201433,24
2016.07.15 00:00:00,1335.38,1338.64,1322.41,1338.29,165966,24
2016.07.18 00:00:00,1334.11,1335.36,1323.38,1328.37,141084,24
2016.07.19 00:00:00,1328.15,1334.89,1325.45,1331.93,150346,24
2016.07.20 00:00:00,1332.17,1338.25,1312.53,1315.34,144970,24
2016.07.21 00:00:00,1313.87,1333.79,1310.77,1331.12,148769,24
2016.07.22 00:00:00,1330.84,1333.75,1319.58,1322.39,129787,24
2016.07.25 00:00:00,1321.77,1323.69,1312.25,1315.76,104376,24
2016.07.26 00:00:00,1315.22,1324.46,1313.76,1320.20,107188,24
2016.07.27 00:00:00,1319.27,1342.32,1315.67,1339.46,129785,24
2016.07.28 00:00:00,1338.41,1345.52,1332.36,1335.32,130598,24
2016.07.29 00:00:00,1335.37,1354.90,1328.27,1351.11,160832,24
2016.08.01 00:00:00,1350.61,1354.77,1346.17,1352.73,110164,24
2016.08.02 00:00:00,1353.03,1367.21,1347.01,1363.67,125971,24
2016.08.03 00:00:00,1363.17,1366.33,1354.07,1358.15,114393,24
2016.08.04 00:00:00,1357.65,1364.93,1349.05,1360.96,121496,24
2016.08.05 00:00:00,1360.97,1364.59,1334.61,1336.87,118610,24
2016.08.08 00:00:00,1332.89,1338.20,1329.77,1334.97,116933,24
2016.08.09 00:00:00,1334.94,1342.51,1330.42,1340.45,103197,24
2016.08.10 00:00:00,1339.96,1357.11,1339.87,1346.00,132126,24
2016.08.11 00:00:00,1346.97,1353.22,1335.68,1338.46,110730,24
2016.08.12 00:00:00,1338.02,1356.27,1333.08,1336.58,125937,0
2016.08.15 00:00:00,1337.13,1343.73,1335.70,1339.20,85943,24
2016.08.16 00:00:00,1339.60,1357.94,1339.24,1346.37,119844,24
2016.08.17 00:00:00,1345.52,1351.57,1335.57,1348.44,112144,24
2016.08.18 00:00:00,1349.59,1355.95,1345.98,1352.17,122309,23
2016.08.19 00:00:00,1352.11,1352.71,1337.71,1340.92,106137,24
2016.08.22 00:00:00,1338.34,1339.95,1331.66,1338.63,131365,24
2016.08.23 00:00:00,1338.84,1344.58,1335.19,1338.06,105543,24
2016.08.24 00:00:00,1337.75,1339.99,1323.65,1323.90,104373,24
2016.08.25 00:00:00,1325.32,1326.98,1317.93,1321.46,89477,24
2016.08.26 00:00:00,1321.86,1342.12,1318.29,1321.85,120480,24
2016.08.29 00:00:00,1319.53,1324.99,1314.87,1323.25,106883,24
2016.08.30 00:00:00,1323.31,1325.34,1309.18,1310.36,103213,24
2016.08.31 00:00:00,1311.35,1315.99,1304.16,1308.81,104367,24
2016.09.01 00:00:00,1309.79,1315.01,1302.41,1312.94,100334,0
2016.09.02 00:00:00,1313.77,1329.99,1303.19,1324.80,105971,15
2016.09.05 00:00:00,1324.73,1328.50,1321.68,1326.81,59069,24
2016.09.06 00:00:00,1326.20,1352.45,1324.73,1350.26,110106,24
2016.09.07 00:00:00,1348.18,1352.51,1342.62,1344.74,94448,24
2016.09.08 00:00:00,1345.04,1349.28,1335.49,1337.65,107701,19
2016.09.09 00:00:00,1338.24,1339.46,1326.83,1327.83,100365,24
2016.09.12 00:00:00,1328.49,1330.14,1320.30,1327.38,121848,24
2016.09.13 00:00:00,1327.41,1331.88,1315.51,1317.84,128347,24
2016.09.14 00:00:00,1318.84,1325.85,1313.29,1321.98,114114,24
2016.09.15 00:00:00,1322.67,1327.95,1309.19,1314.41,121637,24
2016.09.16 00:00:00,1315.24,1317.98,1306.14,1309.66,92003,24
2016.09.19 00:00:00,1309.83,1318.27,1309.32,1313.21,82810,24
2016.09.20 00:00:00,1313.18,1317.80,1311.94,1314.86,70921,24
2016.09.21 00:00:00,1314.81,1335.92,1307.78,1335.92,128719,24
2016.09.22 00:00:00,1333.89,1343.55,1331.10,1337.72,93926,24
2016.09.23 00:00:00,1337.43,1340.56,1333.73,1338.72,74257,24
2016.09.26 00:00:00,1336.59,1342.02,1332.61,1337.86,115599,24
2016.09.27 00:00:00,1338.21,1339.42,1324.63,1326.87,115461,24
2016.09.28 00:00:00,1326.78,1327.45,1317.92,1321.47,80672,24
2016.09.29 00:00:00,1321.69,1325.71,1315.94,1320.40,125920,24
2016.09.30 00:00:00,1321.27,1327.97,1313.13,1315.89,146441,24
2016.10.03 00:00:00,1317.19,1319.52,1309.28,1311.73,106678,24
2016.10.04 00:00:00,1311.76,1312.97,1266.92,1268.45,138909,0
2016.10.05 00:00:00,1268.35,1277.05,1262.05,1266.69,116982,24
2016.10.06 00:00:00,1267.70,1269.32,1249.75,1254.39,111795,24
2016.10.07 00:00:00,1255.20,1265.28,1241.30,1256.54,119172,24
2016.10.10 00:00:00,1257.40,1264.85,1256.55,1259.47,74438,24
2016.10.11 00:00:00,1259.29,1262.15,1250.91,1252.59,98085,24
2016.10.12 00:00:00,1253.15,1258.82,1249.69,1255.24,99118,21
2016.10.13 00:00:00,1255.59,1262.23,1253.03,1257.68,109705,21
2016.10.14 00:00:00,1258.03,1259.33,1246.03,1250.43,117267,24
2016.10.17 00:00:00,1251.17,1257.11,1250.03,1254.92,104418,24
2016.10.18 00:00:00,1255.23,1264.61,1254.92,1262.52,100588,24
2016.10.19 00:00:00,1262.70,1273.23,1260.17,1269.58,95687,24
2016.10.20 00:00:00,1269.27,1274.52,1264.67,1265.66,94414,20
2016.10.21 00:00:00,1265.70,1267.93,1261.03,1266.79,79411,24
2016.10.24 00:00:00,1265.89,1271.81,1260.28,1264.16,83283,24
2016.10.25 00:00:00,1264.49,1276.51,1262.01,1273.87,104884,24
2016.10.26 00:00:00,1273.73,1276.37,1264.57,1266.48,51006,22
2016.10.27 00:00:00,1266.51,1272.69,1264.99,1268.52,104928,24
2016.10.28 00:00:00,1267.98,1284.07,1261.88,1275.71,120056,24
2016.10.31 00:00:00,1277.21,1279.41,1271.11,1276.87,101226,24
2016.11.01 00:00:00,1276.63,1291.80,1275.59,1288.04,107918,24
2016.11.02 00:00:00,1288.31,1307.96,1287.24,1296.69,124558,24
2016.11.03 00:00:00,1298.27,1306.70,1285.50,1301.84,119604,24
2016.11.04 00:00:00,1303.98,1307.09,1294.67,1304.27,103461,24
2016.11.07 00:00:00,1292.27,1295.77,1278.09,1281.38,122663,24
2016.11.08 00:00:00,1282.47,1290.57,1272.76,1275.54,122511,24
2016.11.09 00:00:00,1273.10,1337.16,1267.91,1277.11,339333,24
2016.11.10 00:00:00,1278.44,1292.13,1252.18,1259.29,202991,24
2016.11.11 00:00:00,1259.14,1265.31,1219.03,1227.24,173763,24
2016.11.14 00:00:00,1228.97,1231.15,1211.44,1220.09,199718,24
2016.11.15 00:00:00,1221.37,1231.45,1218.77,1228.35,156186,24
2016.11.16 00:00:00,1228.05,1232.96,1221.39,1224.81,136213,24
